domain,resolves
propertymanagement-varna.com,False
host56.com,True
greetingsjackass.com,True
gicfamily.org,True
pegfix.com,True
scottnepal.com,True
gamblingheadquarters.com,False
fromjamaicaqq.com,True
mhc-class-ii-antigen-45-57-homo-sapiens.com,True
voog.com,True
tnkrspdmhdmrfn.bid,False
hodling.faith,False
gorilapolar.com.br,True
highnetlifenet.com,True
optimonk.com,True
axbsdoysiogrrc.bid,False
tmfkuesmlpto.com,True
siteverification.online,True
korocbbktnw.bid,False
xyrjlbxkxojoi.bid,False
yzreywobobmw.com,False
monero-miner.com,False
dfujqyjifvoe.com,False
wqzorzjhvzqf.com,False
web-production-env.y43hvwk8dt.us-east-1.elasticbeanstalk.com,False
atomictimemachine.com,True
sarahdantgolf.com,True
lmjpcirfvt.bid,False
kvfdhsmrrwamt.bid,False
jpncpftyxliq.com,False
xinhuang2015.com,True
mnsf.co.nf,True
tanzaniadestinationsafari.com,False
mutx.xxxvideos-hd.com,False
ar-net.info,True
tulip18.com,True
stats.tyokarhut.net,False
sportainventaranoma.lv,True
xrdutkydekqpxu.bid,False
lzrfxzvfbkay.com,False
lttsvesujmry.com,False
pvptwhhkfmog.com,True
pugfgjvrivfm.bid,False
smanegeri2sampit.sch.id,False
gameslist.got-game.org,False
lionfish-reklama.pl,True
latestpromotions.club,False
www.shauntaylorphotography.co.uk,True
invisibleman.info,True
biberukalap.com,True
my-breakaway-vacation.com,False
axjnnlrc.bid,False
carrel.services,False
couponingiscool.com,False
newscoverage24.com,False
rcnkflgtxspr.com,False
ljngjrwkyovx.com,False
okeyletsgo.ml,False
xia.baizhu.cc,False
169.username.sv5.wix.com,True
entertainingiseasy.com,True
cbehcazifywmro.bid,False
johngottybest.com,True
jennifermusic.nl,True
gtbfhyprjhqz.com,False
hodlers.party,False
xlreservation.com,True
cnhv.co,True
giveacrap.net,False
turner-construct.com,False
multicoin.eu,True
wsqwehnnjppxrgxp.org,False
amazinjason.com,False
msupdak.myhost.to,False
mschosting.com,True
bpblqdfe.bid,False
hatefelony111.com,True
aufyuiavvkf.bid,False
biwjfwhxoy.bid,False
maxsidelnikov31.narod2.ru,True
ontamada.ru,True
telelope.com,True
crypto-webminer.com,True
azlbmpidrvnoi.bid,False
avptczdpdh.bid,False
mvlcwazi.bid,False
xqygrmkga.bid,False
billycheerful.com,True
napsea.net,True
wozup.org,False
livestatscounter.com,True
qysextrlhpoc.bid,False
bvzhalhubwkbg.bid,False
btvdzlkg.bid,False
hk.rs,True
bestvideoworld.com,True
awaeswvqd.bid,False
muoyeoyymfwwp.bid,False
rhkwkqznmovfl.bid,False
mtbpqzke.bid,False
byoftdngsqjezw.bid,False
axbpixbcucv.bid,False
tnieplur.bid,False
wincoin.com,True
xftyznkmppep.bid,False
bmalhekpohve.bid,False
qjmrqglqxlodj.bid,False
monkeyminer.net,False
coxgtwdios.bid,False
nro.gov.sd,False
republika.pl,True
prnxtmtbbqs.bid,False
mvdqeaxrk.bid,False
mkfumtmi.bid,False
zyxtecsff.bid,False
ldybupeeeoq.bid,False
zyjjmszszum.bid,False
chainblock.science,True
bizoninvest.com,True
reytoro.com,True
rencohep.com,False
turnerconstruction.com,True
aeronitrex.com,True
duowan.com,True
zaquenzipa.org,True
xavmcsvas.bid,False
mvddovmyeh.bid,False
qovfvxbl.bid,False
monero-miner.net,False
iwwrrkudr.pw,False
sbdufkkcp.bid,False
qevfmwciyp.bid,False
ozyjicurrutehe.bid,False
ljqozvzjphgbw.bid,False
idelmxrchrce.com,False
aquajaunt.com,True
hmining.mobi,True
rovo.pl,True
hamco-group.com,True
myoffers.party,False
msrisuty.cz,True
ewtuyytdf45.com,False
aquaedition.com,True
qgmrchjuqro.bid,False
foresttest218999fhjslk.com.tw,True
ron.si,True
rokqsjhzyiusvrj.info,False
roadgrip.co.uk,True
shaktifood.com.np,True
hayber.com,True
sbhmn-miner.com,False
satoribeauty.co.uk,False
sandrahalbe.com,True
cliggi.download,False
sandlok.com.au,True
NBParking-LB-1977168523.us-east-1.elb.amazonaws.com,False
sampinv.name,True
quiverwave.com,True
cleology.xyz,False
securitydaemon.com,True
scarts.name,True
guncelim.net,True
scanmycharts.com,True
imranhardware.com,True
schoolofforextrading.com,True
basedmarket.com,True
streamplay.top,True
stpbb.org,True
snarework.us,True
st-hospitality.com,True
ultrawirereservation.com,True
hiido.com,True
hexamining.io,False
cbqqatarme.co.cc,True
ns1.helpchecks.com,True
hanaindulgence.com,True
ssrsolutions.co.in,True
sitesumo.com,True
shrink-service.it,True
solla.at,True
smartsecuritybox.com,True
sitein.biz,True
msg-2.me,True
ssss.everywebspace.com,True
sparechange.io,True
tierranuevacancun.org,False
xmrminingproxy.com,True
microsoftl.com,True
high-update.com,True
jiemian.com,True
gotoberlin.info,True
moonsade.com,False
teensexavenue.com,True
cardenasventures.com,True
taemaidoo.com,True
tarplast.com.ua,True
tirpalindia.com,True
seriveee.zapto.org,True
serlene.serveblog.net,True
27news.com,True
thatresha.com,False
greatsouthland.org,True
androidapk.world,True
run.grossmontgrad.com,True
grandcons.ru,True
dst-finance.com,True
jinanpharmaceutical.com,False
investriotinto.com,True
ns1.helpupdates.com,False
g-content.bid,True
huimee.com,True
hbzzkwsuaooc.com,False
mannequinsexporter.com,False
310ca263.space,False
sincityministries.com,True
tubetitties.com,True
hasnainscientific.com,True
urbanmarketingmethods.com,False
productscatagues-sell.co.cc,True
xmrpool.net,True
27news.biz,True
chipa.5b9b04a4.201808.cbricdns.com,True
digitalmarketingarm.com,True
yochat.net,True
contehos.com,True
securestudies.com,True
bitzfree.com,True
biennale.info,True
gofootage.com,False
sportingprofiles.com,True
urest.org,True
udo.photo,True
mingroups.vn,False
syntaxhack.it.cx,True
anti-spamupgrade.coffeecup.com,True
googleo.com,True
www.vario-reducer.com,False
connecttome.sytes.net,True
quartzia.it,False
potentialmarket.cf,False
studentsbelhaven-my.sharepoint.com,True
vvmmp.ru,True
computerformsandprinting.com,True
flu.cc,True
mypomptonlakesnj.com,False
rafa.dk,True
biggestfunds.com,True
salesadmin.org,True
bewaslac.com,True
ccymf.com,True
gnsfreight.com,True
hjdfhjpqhf44vzskdjui123123.org,True
rockcottagedaynursery.com,True
123hotel.dk,True
billingssh.info,False
bhfm.ch,True
bigjava.com,True
lmjklpukbbwxm.bid,False
pjyxgemom.bid,False
a71.g1.akamai.net,True
1st.xdwscache.ourwebpic.com,True
fedralwire-report.com,True
98dfgr994883798df.com,True
capodannoinversilia.com,True
gizmoka.hu,True
freetemplate.site,True
rocks.io,True
90fd78b9078bd0g.com,True
8000plus.si,True
4kasners.com,True
3powers.com,True
freecontent.info,True
webmailservice-provider.net,False
gasolina.ml,True
catmountainhoa.com,True
hashvault.pro,True
gzpot.com,True
coin-service.com,True
adscounter.info,False
9ch.ru,True
7system.ezua.com,True
helios.servepics.com,True
achecad.com,True
high-privacy.com,True
pakistanalco.com,True
morningdigit.com,False
ad-miner.com,False
01g.info,True
lehighuniversity.weebly.com,True
abloomglobal.com,True
abemuggs.com,False
freecontent.bid,True
globalgroups.us.org,True
adbtc.top,True
abc.googlezuju.com,True
adatewithme.com,True
alpineinc.co.in,True
brominer.com,True
amitcs.com,True
akronisltd.com,True
agenciad1up.com.br,True
advanti-wheel.com,True
apnpartners.com,False
alturl.com,True
almanalfoodstuff.com,True
analyticdns.org,False
alheimia.fr,True
algezio.ro,True
360safeupdate02.gicp.net,True
adelect.com,True
amoresd.com,True
americanmobile.ca,True
angleeseng.com.sg,True
herstedhus.dk,True
futureleague.net,False
savannahraces.net,True
rikonclocks.com,True
wuvwqckpzfxrqi.org,False
arkansasnbc.com,True
aquaskiff.com,True
federalreserve-online.com,True
rnkr-static.com,True
rewriterform.com,True
globalorbits.com,True
exvgzhwssyivz.bid,False
ynotdrama.co.za,True
modulo-beton.es,True
rintindown.com,False
renhertfo.com,False
stinge.com,True
aquasrc.com,True
antigonishgolfclub.ns.ca,True
shurs.ru,True
www.gzumjmvqjkki.com,False
gphfgyrkpumn.com,False
elementfx.com,True
snaretrace.us,True
funtime.arvixe.ru,False
fsddidfmmzvw.com,False
fbisupport.com,True
kedtise.com,False
minemytraffic.com,False
masterandslave.tk,False
ramzansons.biz,True
respectucf.com,True
radiotk.org,True
sendreach.com,True
justfolio.com,True
secumine.net,False
seamlessdocs.com,True
bagdatlilaroto.com,True
www.puikis.lt,True
www.officefurnitureonline.co.nz,True
baidupcs.com,True
www.snakebite.nl,True
www.thukralsteel.in,True
www.jboovenoenkh.com,False
www.igyzmhqbihoi.com,False
authedwebmine.cz,True
termassistant.com,True
xaz6g1bc-server.com,True
frtualpornclub.com,True
lehighedua.webs.com,True
snaf-sa.com,True
audiofix.square7.de,True
bestlongnet.net,True
ezweb123.com,True
exclamar.com.br,True
jzlzdnvvktcf.com,False
scubhs.edu.bd,True
apuliamusical.it,False
avto-melochi.ru,False
fsafsa65464.be,True
atronix.com.br,False
autreymotorsports.com,True
eraweb.no,True
libertygarments.com,True
kissdoujin.com,True
bvsportgroup.com,True
frmcbusinessventures.com,True
ericksoft.com,True
streaminggourmet.com,True
johnamesonline.com,False
telcowatch.nl,True
16mb.com,False
1q2w3.fun,False
webmailitportal.widry.com,True
update-wind.com,False
fresh-art.nl,True
french-cooking.com,True
havesetup.net,False
butcalve.com,False
canberrabaroque.com.au,True
freeupgradesoft.com,False
globalwarming-prevention.com,True
excellenceawards.org.au,True
ixenetwork.com,True
bsupflnjmuzn.com,False
bsideliquorlounge.com,True
bryandsighter.com,True
bmnr.pw,True
updatemanagir.us,True
servicesecurity.org,True
browsermine.com,True
freebitco.in,True
private.directinvesting.com,True
camelsupport.com,False
brainschampions.com,False
camaramaripa.pr.gov.br,True
c9users.io,False
charterbeans.info,True
lightminer.co,True
chamska.org,False
jb-solution.com,True
directinvesting.com,True
iesnare.us,True
cebufoodguide.com,False
buyservices.com,True
freecontent.stream,True
candid.zone,True
clubmaxx.ro,True
cookiescriptcdn.pro,True
cody.services,True
cryptocoinabout.com,False
cloudmediacdn.com,False
www.jbvisobwrlcv.com,False
wittyoffers.club,False
wiebetruckparts.ca,True
coinimp.com,True
coinhove.com,False
cdkd.net,True
testonlyforfhj3355591.com.tw,True
lgtnwgfqkyyf.com,False
lfvrjrdrgazl.com,False
pretor-road.ru,True
waytopaytosystem.com,True
coinhives.com,True
conhive.com,True
wty46.com,False
coinnebula.com,True
coinhive.com,True
coin-hive.com,True
coinerra.com,True
coinblind.com,False
alliancestudio.ru,True
afrikaansemaskers.nl,True
wave-gb.com,True
0fees.us,True
cdns.ws,True
czgeitdowtlv.com,True
cryptosearch.site,True
daraskiluk.org,False
rjkfuvqwk.bid,False
cyberium.info,True
cornermarketmedia.com,True
custom-home-contractor.com,False
debet-kredit.net,True
dalilaqarat.com,True
guardbreeds.com,False
rinukkvp.bid,False
vrdt.us,True
d3ddidv77grh0f.cloudfront.net,True
supremaplanejados.com.br,False
a-o.ninja,True
rsrbqknrfskkb.bid,False
rryyvhzxikai.bid,False
rrhzlgzazz.bid,False
rrfuviqoyabfep.bid,False
rkwpgdnlwgg.bid,False
rkktwxuqu.bid,False
adminportalqueryservice.webs.com,True
skemvideo20.co.uk,True
sm3na.com,True
yadro.ru,True
graftpool.ovh,False
hewj.ignorelist.com,True
sms18.in,False
plainidea.com,True
dbi-static.com,True
rurjxaovebr.bid,False
risvrteprhufnk.bid,False
inmrjokdxmkh.com,True
deepc.cc,False
designmysite.pro,True
visualla.com,True
dasad41da4safasdasd21.biz,True
ruqckzdjsoe.bid,False
webmining.co,True
forppp.net,True
sinfree.net,True
www.asem.it,True
imein.net,False
vesissb.com,False
evelinehalprin.nl,True
estudioadrogue.com.ar,True
mastergary.com,False
ptsoncmrusnjoew.com,False
pradeepnairphotography.com,False
3eeweb.com,True
postservicedeskassistance.y0.pl,True
cookiescript.info,True
hatcalter.com,False
solusiibuattack.com,True
fiestastamp.com,True
elthamely.com,True
zekesames.com,True
spec02.dircon.co.uk,True
whathyx.com,True
procleanersas.com,True
wemine.pro,False
ilegalesthemovie.com,True
westernillusion.com,True
versiliaguide.com,True
tokiocitus.com,True
vensart.net,True
privacypolicy.co.business,False
subloader.cf,False
technicalred.com,True
starygroup.org,False
fiddlebarn.com,False
stikerlabelnama.com,True
top.got-game.org,False
swinginwithme.ru,False
vcrypt.net,True
form2pay.com,True
tapodhan.de,False
timelive.info,False
system-center-service-manager-portal.com,True
victorjaybee2012.co.cc,True
tlnoffpocjud.com,False
tqdarrhactqc.com,True
gridcash.net,True
flazio.com,True
verifyyourbelling.com,False
flare-analytics.com,True
research.wismi.com,True
zsolo.bid,True
fotoycafe.com,True
fork.embrygrad.com,True
travnicki.ba,True
tshipaictsolutions.co.za,True
getcryptotab.com,True
tunnel.shellmix.com,False
viqfxgmgacxv.com,False
fewyearsout.com,True
giftcanbuy.com,True
getenjoyment.net,True
cabanova.com,True
stat0808.info,False
twinschaats.nl,True
vseponovoy.cc.im,True
troj.zx9.de,True
vatanet.netii.net,True
tuk-tuk.com,True
floranimal.ru,True
ussommelier.com,True
estream.to,True
duapp.com,True
byethost13.com,True
ulcraft.com,True
bowithow.com,False
uniexcelindia.com,True
unztsvrjofqp.com,True
pcsucdn.com,True
bristolnomads.org.uk,True
upgradewebmail.pw,False
pguxoochezkc.com,False
moneybase.biz,True
guangxi1.com,False
uptonxtwealth.com,True
gtempurl.com,True
txwzdalmamma.com,False
ullnot.download,False
vfmzddpaznanf.bid,False
pinktiebash.com,True
tt.payment.server.fajr-ind.com,True
facilfood.cl,True
heartofstonephoto.com,True
system-error-vkp77.pw,False
urbelos.com,False
ujqafhcsrhyz.com,False
utamu.ac.ug,True
pnsolco.com,True
tuoilouisa.com,False
juulvapor.com,True
bolatv88.com,False
hrdeptselfservice.com,False
bilgecom.com,True
vduswjwfcexa.com,False
ipocket.gilsar.com,False
icloud-diagnostics.com,True
ic.cz,True
hv673hv573hv53h7khv57.com,True
hunterdriveez.com,True
vetderohrmoser.com,True
grupoevaluar.com,True
ilovekeks.biz,True
hruner.com,True
bablace.com,True
afminer.com,False
bookplace101.net,True
icredoname10012.com,True
vcfs6ip5h6.bid,False
vcwdjbbughuy.com,False
jaipurmaheshwari.com,False
infogesco.com,True
inrutrifles.com,True
inamoto.com,True
waltersfamilytree.net,True
insdrbot.com,False
imcreator.com,True
josunrwpyghvttr.com,True
joyreactor.cc,True
irs.in,True
vhpqxkhvjgwx.com,False
ingorob.com,False
aixiu13.com,True
ioskeyboards.com,False
infrarotendamkevforo.com,True
inboxacc.com,True
imgfarm.com,True
daosf3doapo.com,True
vicofhozbuaf.com,False
vitrinedacasa.com.br,False
inspititos.com,True
keesarimarriages.com,True
bestyud-master.rr.nu,True
blackbuckseri.com,False
kiwifarms.net,True
jleme.com.br,True
jked184938t022.unail.biz,True
jimdo.com,True
jsecoin.com,True
jscdndel.com,True
jangasm.org,True
justbigtoyss.net,True
bkmtspywevsk.com,False
just-ping.org,False
kpzip.com,True
agilebase53.com,False
kpminfra.com,True
joannpittman.com,True
kooliner.com,True
kscg.me,True
com-http.us,True
kisshentai.net,True
lmodr.biz,True
rayssajoias.com.br,False
kishefoods.com,True
kickass.cd,True
kentavros.com.au,False
biggestcoin.com,True
lewer.sk,True
kolgotoff.net,False
klrtm.com,True
latorredelsole.it,True
kickthefuture.com,True
ledinund.com,False
layeradv.com,True
linuxreal.net,True
la-lavanda.com,True
ematome.com,True
barrister.kz,True
macaenseambiental.com.br,True
marajotecidos.com.br,True
malinkej.cz,False
lokanukamokahylanustara.org,True
maisonsurrenne.com,True
rdwfotuyp.bid,False
rdkcwothcygu.bid,False
stayinukraine.com,True
manageopoly.com,True
lib2.ml,False
m5ta2bq-server.net,True
languageartisans.com,True
scofnjymyym.bid,False
manglikrishtey.com,True
rezfubngrzdet.bid,False
qzayyghs.bid,False
lehigh.webs.com,True
bibitka.ddns01.com,True
qupycbhfvqtj.bid,False
magamobile.com,True
microfreaks.com.tw,True
minemonero.pro,True
microbase-update.com,True
msgcollection.com,True
mining.best,False
mmpool.org,True
www.rjlegalgroup.com,True
microsofl.com,True
rctanilirwefr.bid,False
marketgid.com,True
mmarket.com,True
mlscmusic.com,True
minero.cc,True
rcdmxfpefz.bid,False
qrzcenqja.bid,False
minescripts.info,True
rbbkqlnnmus.bid,False
qyghwcrjaw.bid,False
qrqmchbp.bid,False
luckyway.kz,True
mswqvxohtpfnzj.org,False
monerohash.com,True
qsxggbsthsk.bid,False
mobosurvey.com,True
qquncjiru.bid,False
megiongeo.com,True
mshelpdesk.co.nf,True
moy.su,True
moviewebtv.com,False
monerise.com,True
mosrif.ru,True
moonbit.co.in,False
modernautoservices.com,True
minecrunch.co,True
astrawebservice.com,True
qwvktoqxqum.bid,False
qqrwncvoig.bid,False
moneroocean.stream,True
qpodgrwu.bid,False
qnvdwezdshagls.bid,False
qnssgaxxcpvwro.bid,False
barzev.net,True
net23.net,True
armutcuoglu.com,True
nevestabest.com,True
netcenter.dlmix.ourdvs.com,True
neoprenolen.com,True
national-security-agency.com,True
mymail.drhorton.com,True
nachauserinfo.com,True
myjino.ru,True
neptun24.ru,True
nathetsof.com,True
nickeldo.org,False
nablabee.com,True
n00vps1.r00t.la,False
smartsecurityadvizor.com,True
myscarts.name,True
olthlikechgq.com,True
oaflauganda.org,True
qfzhppwfkenbmv.bid,False
nmayxdwzhaus.com,False
pcebrrqydcox.com,False
qfmkufzloxy.bid,False
qdzhsgwj.bid,False
www1341.s17.webhost1.ru,True
mokshark.com,True
ns1.analyticdns.com,True
ozitechonline.com,True
notegastes600.es,False
ngdrei.co.th,True
parlamentointernacionaldeeducacion.org,True
nullrefexcep.com,True
amstelone3.biz,True
qfqseouk.bid,False
qevkdmgcv.bid,False
ntchristiancounseling.com,True
nswrallyheritage.com,True
outlookw3bapp.co.nf,True
qgggccolqyi.bid,False
ns2.thepicturehut.net,False
nookbizkitsad.com,True
qapriesencloq.bid,False
pricefbcf.gq,False
oxoooofaculty.jigsy.com,True
pedrobastos.com.br,True
papoto.com,True
posta-myposta.com,True
poste-secyre.com,True
surveybrother.com,True
poisk.su,True
pfdregistry.net,True
payamkadeh.com,True
owaoutlook.co.nf,True
outlookmai1.co.nf,True
orphankittens.org,True
petroleumgroup.biz,True
oposumschoone.com,True
policeawards.org.au,True
qabmhhrfi.bid,False
pwsdbnngexc.bid,False
pvrybwoqcprogc.bid,False
adless.io,False
370cabd5.space,False
psbadfsth.bid,False
domainfortestingpanel999111.com.tw,True
quimicosgac.com,False
360caa42.space,False
85hjcq.com,True
pjydgizqsldqj.bid,False
raqueocznwden.bid,False
saea.ga,False
dnspod-vip3.mydnspod.net,True
dns1.nsdnsrv.com,True
plusloinart.be,True
340ca71c.space,False
phoenix.dj,True
amberschool.com,True
akhheootedva.webs.com,True
7zhan.com,False
6tsbe1zs.me,False
330ca589.space,False
ptqwvynkyhcwo.bid,False
320ca3f6.space,False
6ow9rhxtolls.gq,False
300ca0d0.space,False
rafvxnikmn.bid,False
txwnwvhkbtzb.com,False
3d0cb547.space,False
dasch.pl,True
3c0cb3b4.space,False
soszgtvox.bid,False
rfheugyfwfffne.bid,False
pswlvlauz.bid,False
zaebiz.eu,True
bxkkuskgdjskdn.com,True
mxsuikhqaggf.com,True
srppykbedhqp.com,False
ajayenggworks.com,True
nahwi.com,True
hnwxqurqjvynwljf.org,False
hosannabibleschool.com,True
networkbench.com,True
herbal-treatment-advisory.com,True
govapego.com,False
linaoxue.com,False
888950.parkingcrew.net,True
usitexpertz.com,False
testingforg00gle777245.com.tw,True
sylta.de,True
whyvavilon.com,True
libg.cf,True
kumardidon.cba.pl,True
wsall.qqxzb.com.wswebcdn.com,True
dhinaurimai.com,False
www.pinte.com.tw,True
arawegnvvufy.com,False
bugs3.com,True
www.vcita.com,True
pushpakcourier.net,True
yimasoft.net,True
zfubrpobdf.bid,False
clermontlounge.net,True
aleinvest.xyz,True
owcykhrgovbvhh.bid,False
coinjive.com,True
ekanomics.com,True
victorataide.com.br,True
usetoleaveinamerica.info,False
zslembevfypr.com,False
yunvm.com,True
zsearchweb.com,True
mlmjxddzdazr.com,False
listat.biz,False
eslgydoqbedo.com,False
chemicalreport.pk,False
ytpfmnmgyjinxrhe.com,True
luraclhaunxv.com,False
www.colorandcode.ru,True
convencioneszacatecas.com,True
13.h.last1.cnc.ccgslb.com.cn,False
malkintop100.com,True
kosco.pl,False
val-ocean.fr,False
2giga.link,False
travelclothes.org,False
tiaozhuan589.bestcdn.xyz,True
tg2.username.dc11.wix.com,True
cdn-hw-hls.xvideos.com,True
corrieskitchen.com,True
theappguruz.com,True
zoosex.pink,True
sanducomfort.com,True
surtivel.com,True
1q2w3.me,False
pqwbcpqqiiznu.bid,False
poorybdbh.bid,False
pnmxoeztls.bid,False
edu-login.com,True
edukids.co.th,True
edgarmorin.org,True
meterotica.com,True
fvwcwbdrprdt.com,False
cslrb-850-2.slc.westdc.net,True
sbsfe-p9.geo.mf0.yahoodns.net,True
fouradio.com,True
opmsk.ru,False
dominoforsale.biz,True
ymlo.eu,True
activeforms.com,True
vadhesindhi.com,False
softwareagenda.com,True
formbuddy.com,True
sillyjay.crabdance.com,True
markeykitchens.com,True
mcnotone.com,True
pospayinstruczione.com,True
researchanalysiscorp.com,False
sccnps.org,True
johnholts.co.nf,True
paradisehill.cc,True
offerent.com,True
2013verification1.webs.com,True
5vz3cfs0yd.me,False
nexuslarp.com,True
yinque8.com,False
xzz.dns-vip.net,False
xxmagicreservation.com,True
www.lazkslkkmtpy.com,False
www.chipad.com,True
wrhpnrkdkbqi.com,False
addweb.ru,True
pmzktktfanzem.bid,False
imxprs.com,True
do69ifsly4.me,False
piotrowska.net,False
